ID,pros_negative%,pros_nuetral%,pros_positive%,cons_negative%,cons_nuetral%,cons_positive%,firm,date_review,job_title,current,location,overall_rating,work_life_balance,culture_values,diversity_inclusion,career_opp,comp_benefits,senior_mgmt,recommend,ceo_approv,outlook,headline,pros,cons
686031,0.0014229971,0.022555975,0.97602105,0.87881184,0.115798235,0.005389886,PwC,43433, Associate,"Former Employee, more than 1 year",Singapore,3,3.0,4.0,,4.0,2.0,4.0,v,o,v,"Strategy team - good starting job, but unsustainable",The team was culturally and cognitively diverse; there was a good variety of work available; the team is smart,Cost-cutting culture; volatile hours; difficult partner; some team members were wrongly hired
682988,0.03524669,0.553231,0.41152233,0.1281579,0.63041496,0.24142715,PwC,43118, Anonymous Employee,"Current Employee, more than 5 years",,5,5.0,5.0,,5.0,5.0,5.0,v,v,v,partner,"opportunities, new challenges, people and pay",fast pace and challenging environment not for the weak at heart
698064,0.026183443,0.08599325,0.8878233,0.05740847,0.3525838,0.5900078,PwC,44249, Cleaner,Former Employee,"Northampton, MA",5,,,,,,,o,o,o,AMZAING,"lovely staff, Supportive, Wonderful, Shame to leave",No cons was treated very well
692423,0.0036913047,0.16102086,0.83528775,0.5464843,0.40059805,0.05291768,PwC,44060, Assurance Senior Associate,Current Employee,"London, England, England",5,4.0,5.0,,5.0,3.0,4.0,v,o,v,Second to none,"Investment in upskilling (ACA, Technology, Robotics)
Career path/progression
Flexibility of work
Incredible team/fun culture",Salary is not competitive until becoming very senior. Ultimately partner pay far exceeds 99.9% of alternative career paths
675292,0.014579542,0.36819768,0.6172228,0.7492423,0.2346941,0.01606357,PwC,42241, Assistant Manager,"Current Employee, more than 5 years",Milan,4,,,,,,,o,o,o,PwC Advisory,You learn a lot working in PwC,You do not earn a lot of money
700342,0.005779155,0.2696568,0.724564,0.6551555,0.3290773,0.015767232,PwC,44304, Assurance Manager,"Current Employee, more than 5 years","San Francisco, CA",4,1.0,4.0,4.0,5.0,3.0,3.0,v,v,v,Audit,career growth opportunities and investment in technology,late hours and lack of personal time boundaries
684722,0.0015628672,0.015022703,0.9834145,0.13355085,0.74429715,0.12215195,PwC,43300, Senior Associate,"Former Employee, more than 1 year","New York, NY",4,4.0,4.0,,4.0,4.0,4.0,v,v,v,Senior Assoicate - Financial Markets,"smart people, a lot of CFA charter holders and MBAs - people are very personable and are extremely helpful
I reported to two MDs, both were great 
lot of activities outside of work like happy hours and stuff 
Great office next to Bryant Park, ceiling to ceiling glass walls are awesome 
you get to work on private debt, private equity, insurance, structured products (all types of clients and asset classes)","each floor has coffee so you may end up having an extra cup here and there ... 
but cons not really"
696385,0.0085566295,0.59653556,0.3949078,0.888962,0.103135124,0.00790295,PwC,44211," Senior Manager, Advisory","Current Employee, more than 5 years","New York, NY",4,1.0,3.0,4.0,4.0,3.0,4.0,v,v,v,Good training ground,dedicated to digital transformation across the firm,"long hours, incompetent middle management at times"
699196,0.0014645518,0.01971322,0.9788222,0.14569972,0.7891992,0.065101154,PwC,44274, Cyber Security Senior Associate,"Current Employee, more than 1 year",,4,,,,,,,o,o,o,Workplace Review,"Nice work life balance, great care of employees, many opportunities for learning & development, leadership is so interactive and friendly with the employees.",No con's as far as I know
691046,0.001919499,0.014002252,0.9840783,0.42619684,0.5338951,0.039908033,PwC,43938, Valuation Associate,"Current Employee, more than 1 year","Houston, TX",4,2.0,4.0,,5.0,3.0,4.0,v,v,r,Great,Great coworkers and pretty good benefits,Long hours and demanding clients/management
683568,0.0035258823,0.05545253,0.94102156,0.67208695,0.30632874,0.021584272,PwC,43173, Audit Senior Associate,Current Employee,Lagos,4,1.0,5.0,,5.0,3.0,4.0,v,v,v,Great place to build a career,Employment and promotion is by merit.  Great work environment.,No time for ones self as the job consumes your time
684250,0.0020173402,0.027607081,0.9703756,0.29942164,0.64475554,0.055822816,PwC,43251, Project Manager,"Current Employee, more than 8 years","Auckland, Auckland",3,2.0,3.0,,3.0,2.0,4.0,o,o,o,Value staff more,"Great experience gained and good colleagues to work with, supportive culture","Below market rate salaries , minimum increases  and low bonuses"
671422,0.0028269787,0.04911369,0.9480593,0.55541235,0.37184134,0.07274629,PwC,41302, Advisory Senior Associate,"Current Employee, more than 1 year","Washington, DC",4,4.0,4.0,,3.0,4.0,4.0,v,o,r,"PwC is friendly, but may be overly complex...","Great company with strong value and brand:
Large network to connect to. 
Strong intellectual capital.
Strong work life balance.","Tradeoffs based on Pros:
Large network results in week personal connections.
Strong intellectual capital results in misuse and lack of knowledge by team to use IC.
Strong work life balance means people get lazy."
668895,0.0020428472,0.044026148,0.95393103,0.92455065,0.06996546,0.0054838913,PwC,39697, Advisory Associate,Current Employee,"New York, NY",4,1.0,,,4.0,4.0,3.0,v,v,o,Great place to be.,A great place to start your career.,Lack of work/life balance is discouraging.
697617,0.011214733,0.2114373,0.777348,0.8679423,0.12480982,0.0072479183,PwC,44238, Associate,"Former Employee, more than 3 years",Calcutta,3,1.0,4.0,4.0,4.0,3.0,3.0,o,r,o,Average place,"Good learning curve- depending on team
Good salary- seek higher salary at the time of joining","Very poor work life balance
No fixed salary range for different bands for eg a manager can get a lower pay than a senior associate"
695312,0.001985611,0.041594032,0.95642036,0.83327454,0.150067,0.016658513,PwC,44178, Associate Consultant,"Current Employee, more than 3 years","Gurgaon, Haryana, Haryana",2,1.0,2.0,2.0,2.0,1.0,2.0,x,r,r,Room to Improve,"Good exposure to multiple domains, all Partners are pretty approachable.","Internal processes are a killer to get any work done
Not a good culture if you want to continuously upskill yourself, 
Very low pay if youre not from a ""pedigree"" college even if you're doing essentially the ame exact work - management is interested to get people at a cheaper rate than retain them"
686838,0.017703468,0.2913592,0.69093734,0.26494238,0.6965861,0.038471576,PwC,43528, Assistant Manager,"Former Employee, more than 3 years","Gurgaon, Haryana, Haryana",4,1.0,3.0,,5.0,3.0,4.0,v,v,v,Lots of responsibility,You are given a ton of responsibility if you perform well,No defined structure of going about things
680728,0.29172352,0.64993757,0.058338944,0.83484024,0.15711802,0.008041767,PwC,42873, Anonymous Employee,Former Employee,,2,4.0,2.0,,3.0,2.0,2.0,o,o,o,"Generic, boring company",There are none that I can see.,The company doesn't value EA's.
683311,0.00809153,0.135074,0.8568345,0.49786854,0.45048824,0.051643133,PwC,43150, Anonymous Employee,"Former Employee, more than 1 year",,3,4.0,5.0,,2.0,5.0,5.0,v,v,v,PwC SDC,"Good work environment
Above average salary
Busy season treats
Open upper management communication
High bonus","BPO company - work gets routinary
No judgement in jobs made
Unclear promotion
Low career growth"
690349,0.007919566,0.22625558,0.76582485,0.097278066,0.83273107,0.06999092,PwC,43862, Anonymous Employee,Current Employee,,5,4.0,4.0,,3.0,4.0,4.0,o,o,o,Director,"Flexibility
empowering 
freedom
exciting 
leadership 
brand value
leader in industry","siloed 
career path
too local 
Salary structure 
assessment methods"
689666,0.00836027,0.38390848,0.6077312,0.46065447,0.48400265,0.05534284,PwC,43792, Audit Associate,"Former Employee, more than 3 years","Salvador, Bahia, Bahia",5,3.0,5.0,,5.0,4.0,5.0,v,v,v,Audit Associate,"Personal development, professional development, training, opportunities,  network, technology, career,",it's difficult to have a balance between  personal life and work.
699928,0.003019855,0.043518357,0.95346177,0.93583834,0.060635395,0.0035262334,PwC,44293, Senior Associate,"Current Employee, more than 1 year","Los Angeles, CA",2,2.0,3.0,5.0,5.0,3.0,2.0,v,v,v,Good place to start a career,Great employer for first job. You learn to be a consummate professional.,"Work is not fulfilling, the company is driven by billable hours"
698725,0.0036109511,0.061957285,0.9344318,0.84520185,0.14147401,0.013324169,PwC,44263, Senior Associate,"Current Employee, more than 3 years",Jakarta,5,,,,,,,v,o,v,Great,Great salary for new hire,Bad working hours until morning again
688110,0.9316864,0.05942809,0.008885433,0.4245812,0.4710968,0.10432194,PwC,43649, Associate,"Former Employee, more than 1 year",,2,1.0,1.0,,2.0,2.0,2.0,x,o,x,Not recommendable,"Benefits, FLexi time, Thats all, everything is worst!","You need to hit the target before filing for an actual OT. And you need to have permissions with your TM first before  filing for a PRE OT. They focus on the KPIs without assessing the difference of works from other associate. Some employees are choosy when it comes to work. When you are not pro active even if your good in your work, you wont be given a chance to grow. If you are pro active even if you are not that good then you will be endorsed to other specialized task."
691393,0.091428325,0.86646426,0.042107474,0.9399699,0.054535974,0.00549418,PwC,43974, Anonymous Employee,"Former Employee, more than 3 years",Riyadh,1,1.0,1.0,,1.0,2.0,1.0,x,x,x,Terrible culture,"The reputation of the name, which taken from international PwC elsewhere (not in the middle east)","Terrible culture, lack of transparency, you get advanced based on your country of origin, you learn nothing but how to play politics with your colleges, they sell manpower rather than professional consulting service, poor leadership which is based on buttering."
672132,0.024512868,0.5016313,0.4738558,0.80514634,0.16823407,0.026619677,PwC,41569, Anonymous Employee,"Former Employee, more than 1 year",,3,3.0,4.0,,4.0,3.0,4.0,v,v,v,A great place to work if you find yourself in the right group,"- Young company
- Work with intelligent people
- Fair compensation","I was with the audit group but really wanted to work in the consulting group. I guess I joined the firm at a time when making such a change wasn't as easy as it's been in the past. I hated working in audit and eventually got tired of waiting for something to open up in the consulting group. Recruitment is incredibly slow there too, no one really knows why."
669390,0.0030396916,0.03786285,0.9590975,0.3781584,0.53514564,0.086695984,PwC,40091, ,Current Employee,,4,4.0,,,5.0,5.0,5.0,v,v,o,Good place to work,Nice HR.  Good holiday policy.  Good training program. You will have a lot of exposure to difference industries as well as divisions in the company.,"Long working hours.  Relatively low hourly payment.  The income depend mostly on the project managers.  Sometimes, they would not allow you to put too much over-time hours on the timesheet."
690405,0.014740098,0.39470994,0.5905499,0.7483727,0.21585526,0.035772048,PwC,43867, Tax Associate,Former Employee,"Toronto, ON",2,1.0,3.0,,4.0,3.0,3.0,v,r,v,not worth it,you learn a lot from there,hours are hectic and work life is non existent
685820,0.002042648,0.07491324,0.9230441,0.2078149,0.7599634,0.03222172,PwC,43410, Anonymous Employee,"Former Employee, more than 8 years",,4,,,,,,,o,o,o,Manager,"Good career path for first few years, pre 2014",Politics exist at senior levels
684034,0.0015111108,0.044056997,0.9544319,0.9118849,0.08290593,0.005209189,PwC,43231, Senior Consultant,"Current Employee, more than 5 years",Moscow,4,3.0,5.0,,4.0,5.0,4.0,v,o,v,Fair job and reasonable opportunities,"Recommends
Positive Outlook
I worked at Deloitte full-time

Pros

Exciting work, excellent opportunities, strong focus on career progression, strong client centric focus","Stressful environment to work in
No work life balance for the employee."
670477,0.0014489688,0.008448375,0.99010265,0.16920191,0.591764,0.23903416,PwC,40842, ,Current Employee,,3,2.0,,,3.0,3.0,3.0,o,r,o,Great name for the CV,The people you work with are fantastic. The clients and the work are interesting. The name looks very good on your CV.,"Typical of many large companies, it's easy to be a small fish in a big pond - particularly if you are focussed on client work. Need to do lots of internal networking and get your name in front of the people who run the business."
694650,0.008347676,0.578812,0.4128403,0.34112626,0.54816073,0.110713065,PwC,44152, Manager,Current Employee,"Shanghai, Shanghai, Shanghai",4,2.0,3.0,3.0,4.0,3.0,3.0,v,r,v,Great places,Fast-pace working environment; Comprehensive training,Great pressure and workload; High turnover rate
692070,0.003700646,0.13941662,0.85688275,0.15816876,0.79646397,0.045367215,PwC,44035, Senior Associate,Former Employee,Hong Kong,3,1.0,3.0,,4.0,3.0,4.0,o,r,o,PwC,=-Great exposure and clear development path,=-long working hours throughout the year
680369,0.0023494477,0.055880696,0.9417699,0.8132443,0.16940506,0.017350687,PwC,42833, Anonymous Employee,"Current Employee, more than 1 year",,4,,,,,,,o,o,o,work in pwc,"flexibility, good working environment, great exposure","pressure, to much work, no life balance"
689724,0.002607084,0.08673571,0.91065717,0.28262556,0.64104086,0.07633361,PwC,43798, Senior Manager,"Current Employee, more than 8 years","London, England, England",5,4.0,4.0,,5.0,4.0,4.0,v,o,v,Great opportunities,Lots of opportunities to develop,"Large company so individuals can be lost, so you need to be a go-getter to be recognised."
679002,0.0035131916,0.057218384,0.9392684,0.17979103,0.71774787,0.102461115,PwC,42677, Anonymous Employee,"Current Employee, more than 1 year","New York, NY",3,,,,,,,o,o,o,Internal audit,Good flexibility and you work with some of the smartest people in the field,Cut throat - 50 hour weeks standard and it's all about chargeability
682783,0.0013979485,0.01407308,0.98452896,0.8594792,0.13423303,0.0062877,PwC,43096, Anonymous Employee,Former Employee,,5,4.0,5.0,,5.0,4.0,4.0,v,v,v,Manager,"Hardworking, fast-paced culture!  Great place to learn and feel valued.  Highly recommend.",The offices are a little bland.
673836,0.0019868629,0.009377162,0.988636,0.33097473,0.60675585,0.062269397,PwC,42030, ,Current Employee,,4,5.0,5.0,,5.0,5.0,5.0,o,o,o,"Great, Amazing","Alot of opprotunities here, easy to move up, great culture. This was the best job I ever had in my entire life.","nothing, nothing, nada, nadie, algo"
685002,0.0056406907,0.20060241,0.79375684,0.86550313,0.12435403,0.010142839,PwC,43328, ,Current Employee,,3,,,,,,,o,o,o,Poor work life balance,"Good exposure
Growth opportunities many assignments","Poor work life balance, long hours"
695337,0.010449692,0.16732478,0.8222255,0.66585547,0.31565,0.018494582,PwC,44179, Assistant Manager,"Current Employee, more than 3 years",Hyderābād,2,1.0,2.0,2.0,2.0,3.0,2.0,x,r,r,Not so great a place to work,Pay is the only positive part here,Too many procedural compliance which take you off your game in your core expertise
689604,0.017129095,0.25299385,0.7298771,0.55747,0.41502196,0.027508061,PwC,43788, Anonymous Employee,Current Employee,,5,3.0,5.0,,5.0,4.0,5.0,v,v,v,The best firm in the PH,"best salary, environment and experience","same as all audit firms, the workload is quite heavy"
679156,0.0022386606,0.021608293,0.976153,0.65276414,0.3290982,0.018137729,PwC,42696, Audit Associate,Current Employee,Moscow,4,3.0,5.0,,5.0,3.0,4.0,v,r,r,Good job,Amazing experience within short period of time. Best job opportunity after graduation.,"Low salary, very low salary per work performed."
678884,0.0012662753,0.013766679,0.98496705,0.8125625,0.17536673,0.012070737,PwC,42664, Senior Consultant,"Current Employee, more than 1 year",Madrid,4,2.0,3.0,,5.0,3.0,4.0,v,r,v,"Great atmosphere, tough work","Great atmosphere, recognized multinational firm, great for learning from different subjects and to enhance work skills rapidly, in my opinion great place where to start","Tough work, tight death lines, stressing at some point,  frequent extra hours not recognized, in my opinion low salary level considering all this"
697342,0.0032865067,0.071863964,0.9248495,0.13419391,0.81519544,0.050610676,PwC,44231, Data Scientist,Current Employee,Warsaw,3,2.0,1.0,2.0,4.0,3.0,3.0,o,o,o,Hard to say,"Decent salary, couple interesting projects",Attitude of the upper management
688937,0.004553124,0.08614624,0.90930057,0.02143048,0.27002737,0.70854217,PwC,43726, Senior Associate,"Former Employee, more than 3 years","London, England, England",3,2.0,5.0,,5.0,1.0,4.0,o,r,o,🙂,Culture is good with young people taking on a lot,Pay could be improved significantly
689373,0.0038099778,0.23367867,0.7625114,0.39160517,0.55107164,0.057323165,PwC,43767, Manager,"Current Employee, more than 8 years",,3,1.0,3.0,,5.0,3.0,3.0,x,r,r,"Opportunities to grow, long hours","Opportunities to grow, international exposure","Long hours, Inefficient performance assessment processes"
700677,0.004253313,0.12272715,0.8730195,0.43072045,0.5288552,0.04042429,PwC,44313, Digital Auditor,"Current Employee, less than 1 year","London, England, England",4,3.0,4.0,4.0,4.0,4.0,4.0,v,v,v,So far so good,"Flexibility with the work day
Work from home
Good benefits
Nice team members
Prestigious brand","Demanding
Work can be repetitive depending on the area"
689678,0.006433474,0.2306217,0.7629448,0.16581127,0.79478747,0.039401248,PwC,43793, Senior Associate,"Former Employee, more than 3 years",Bangalore,5,2.0,5.0,,5.0,4.0,5.0,v,o,v,Good learning experience,Exponential Learning Curve and good leadership,Limited work life balance on weekdays
691553,0.024058556,0.5136307,0.4623108,0.74969167,0.23200768,0.018300697,PwC,43990, Associate,"Current Employee, less than 1 year",Singapore,2,1.0,3.0,,2.0,1.0,2.0,x,o,r,Associate at PwC Singapore,"Exposure to variety of clients
Not much office politics - helpful colleagues","Low salary with long working hours 
Nature of work is inherently dull, repetitive and tedious 
Role does not require much analysis"
698753,0.002229609,0.046991456,0.9507789,0.19117977,0.7745777,0.0342426,PwC,44264, Audit Supervisor,Current Employee,Pasig City,4,4.0,5.0,5.0,4.0,2.0,4.0,v,v,v,Project management skills,"Flexi schedule, very good working environment","The usual in audit, rendering of overtime."
668703,0.006763784,0.46263018,0.53060603,0.1569784,0.65203977,0.19098185,PwC,39597, Audit Manager,Current Employee,"San Juan, PR",4,2.0,,,4.0,3.0,5.0,v,v,o,PwC - Great place to work,"Professional opportunities, network of professional, prestige of the company.","Work-life balance is promoted. Nevertheless, if you have to grow within the company you have to sacrifice your personal life."
690367,0.0017198486,0.011363114,0.986917,0.89141035,0.10238813,0.0062015466,PwC,43864, Anonymous Employee,Current Employee,,3,2.0,2.0,,5.0,3.0,3.0,x,r,x,Talk the talk,Some people are wonderful. Great exposure to a variety of clients and work.,Some at the top are seriously lacking in EQ.
678843,0.004524042,0.09162614,0.90384984,0.7653963,0.215033,0.01957064,PwC,42661, Tax Senior Associate,Former Employee,"San Jose, CA",4,2.0,4.0,,4.0,4.0,4.0,v,v,v,FTN Senior Tax,"Flexibility. You can work from home as long as you know what you're doing and you communicate with the team
Good hourly pay, with over time. 
Lots of opportunity within the firm","Very stressful, demanding hours and high expectation."
673094,0.0019356356,0.053704098,0.9443603,0.6186285,0.3563576,0.02501395,PwC,41846, Audit Senior Associate,"Current Employee, more than 3 years","Los Angeles, CA",3,2.0,3.0,,5.0,2.0,1.0,o,r,r,I learned a lot but ready to move on,Great place to learn and grow within the accounting/auditing industry,"Evaluation process is skewed, which affects compensation and salary raises. Some people work harder than others and are reconized on formal written evaliations. Managers have favorites."
670251,0.009616451,0.6054225,0.384961,0.5762833,0.4029067,0.020810058,PwC,40689, ,Current Employee,,3,3.0,,,3.0,3.0,3.0,o,v,o,fair,continual growth and change in responsibilities,amount of work does not correlate to pay
701191,0.0027330904,0.23201308,0.76525384,0.3546534,0.602613,0.042733572,PwC,44327, Senior Manager,"Former Employee, more than 3 years",Nairobi,4,2.0,4.0,4.0,4.0,3.0,4.0,v,v,r,Employee Experience,Growth opportunities in the firm,Long work hours in the firm
674071,0.0026801357,0.17836602,0.8189538,0.07073811,0.8908935,0.038368378,PwC,42084, International Tax Senior Associate,"Current Employee, more than 5 years",Ciudad de Mexico,5,2.0,3.0,,5.0,4.0,4.0,o,o,o,Good opportunities to evolve globally.,International carreer opportunities to have an accelerated growth,No activities outside the firm
700206,0.0016932179,0.02400984,0.9742969,0.8722097,0.11918426,0.00860607,PwC,44300, Senior Consultant,Former Employee,Nicosia,4,2.0,3.0,3.0,4.0,3.0,3.0,v,o,v,Senior,"Interesting projects, challenges, good colleagues, prospects","Overtimes, stress, bad work-life balance"
670198,0.010148203,0.12564427,0.8642075,0.8544381,0.12790015,0.017661694,PwC,40654, Audit Staff,Current Employee,,3,3.0,,,3.0,3.0,3.0,o,x,o,Big audit firm but not for consult,"Knowledge
good reference
nice place to work","Not Easy going
Not really friendly environment"
698605,0.00284335,0.1284529,0.8687037,0.106232435,0.7980669,0.095700644,PwC,44260, Audit Senior Associate ,"Current Employee, more than 1 year",Kuala Lumpur,4,2.0,3.0,3.0,4.0,3.0,3.0,v,r,r,Good company to kickstart your career,"1. Flexibility offered - flex friday, flex wear, flex hours
2. Good career opportunity","1. Long working hours, be ready to work OT to meet the deadline"
686354,0.0016166037,0.03993457,0.9584489,0.024858458,0.24949278,0.7256487,PwC,43477, Manager,"Former Employee, more than 5 years","London, England, England",4,3.0,5.0,,5.0,5.0,4.0,v,v,v,It's what you make of it,"Good salary and benefits, great people, great experience in 'big business' with opportunities to develop professional and consulting skills, collaborating with a variety of clients in a variety of industries, collaborating with colleagues around the world, opportunities to 'change career' or even change country whilst remaining within the network of firms.","The firm (and prob most large consulting firms) is an agglomeration  of 'smaller internal businesses' each with it's own partner(s), director(s), team(s), etc. - your daily work life balance is determined by what 'business unit' you find yourself in - some can be great and long hours can result in great rewards, others can be a lot more challenging and long hours may just be taken for granted... make sure you're doing something you enjoy or at least that you are learning/growing so you can get to your own 'next step', else it can turn out to be an absolute meat grinder at times."
699084,0.0056469836,0.08305243,0.91130066,0.3132797,0.6493916,0.03732871,PwC,44271, Senior Manager,Current Employee,"Toronto, ON",4,,,,,,,o,o,o,Great Company,smart people and great culture,no clear path to partner
675500,0.0043507884,0.060636617,0.93501264,0.7220716,0.24407117,0.03385727,PwC,42265, Senior Associate,Former Employee,Singapore,5,4.0,5.0,,4.0,1.0,4.0,v,o,v,Senior Associate,"Very structured career path, you have clear understanding what you will be in next couple of years if everything goes well;
Clear responsibilities at each level, but definitely allow extra responsibility if you proved to be good;
On the way to become a technology smart company, the cooporetation with Google will have further effect;
People are nice and very friendly, not much office politics.","pay is not attractive, especially at junior level;
It seems the compensation is only differentiated by the level, not the roles. Some roles by nature require people with advanced degree, but pay will be the same with others. Will be hard to retain good people;
All my pros above depends on the team, culture could be different among different teams under different bosses, so in some sense it is by luck."
684594,0.005684627,0.026270157,0.9680452,0.058091246,0.442397,0.49951172,PwC,43288, Anonymous Employee,Current Employee,,5,5.0,5.0,,5.0,5.0,5.0,v,v,v,good,"awesome company


good to work",no issue with management need to do good things
677055,0.0019244298,0.03937518,0.95870036,0.36977282,0.5728197,0.057407502,PwC,42452, ,Former Employee,,4,,,,,,,o,o,o,Decent place to work,"Good people to work with, up and coming company",Lots of travel and the work can be less strategic in nature
672490,0.0037426269,0.19803396,0.7982234,0.31742322,0.62858236,0.053994425,PwC,41688, Director,"Former Employee, more than 8 years","San Francisco, CA",5,3.0,4.0,,4.0,4.0,4.0,v,v,v,Great experience and people to work with on engagements.,"Innovation, Opportunity to make impact, and collegial","Travel, cliques, competitive and overload of administrative tasks"
691975,0.14013992,0.7635506,0.09630949,0.59279555,0.37090626,0.03629827,PwC,44026, Tax Manager,"Current Employee, more than 3 years","San Francisco, CA",4,4.0,4.0,,4.0,4.0,4.0,v,r,v,solid,lots of money for a new worker,too many hours off duty
690687,0.0022821121,0.058331117,0.9393867,0.27433366,0.57826996,0.14739642,PwC,43894, Associate,"Former Employee, more than 1 year",Canberra,5,5.0,5.0,,5.0,4.0,5.0,v,r,v,Definitely a Great place to grow and learn,"Great Work Culture (Friendly)
Lots of potentials to grow and learn
Broad range of projects","Slow Career Progression in terms of promotion
Currently focusing on acquiring and promoting minorities (I'm a minority and have experienced being unfairly promoted compared to colleagues who are not a minority who have done a lot more)"
675804,0.01933622,0.5344605,0.4462033,0.0021761204,0.09375686,0.904067,PwC,42298, Tax Associate,"Current Employee, more than 3 years",Madrid,5,,,,,,,o,o,o,Associate,"Role assumed implies lot of responsability, managing a team of 1 to 5 assistants, envolved in projects of M&A, restructuring, international tax and tax modelling, which allow me to develop my professional skills as well as reach technical complex capabilities.","New challenges made me willing and ready to step out of my comfort zone, and look for new opportunities, specifically, in an international context to continue with my tax career assuming new roles and responsabilities that allow me to grow up in my future."
