ID,pros_negative%,pros_nuetral%,pros_positive%,cons_negative%,cons_nuetral%,cons_positive%,firm,date_review,job_title,current,location,overall_rating,work_life_balance,culture_values,diversity_inclusion,career_opp,comp_benefits,senior_mgmt,recommend,ceo_approv,outlook,headline,pros,cons
242688,0.0013780503,0.027708502,0.97091347,0.65951663,0.30524468,0.035238717,EY,42626, Anonymous Employee,Former Employee,,4,3.0,3.0,,5.0,2.0,3.0,v,r,v,Idk what this means,"EY gives great opportunities to grow early in your career. You are exposed to countless new opportunities and taught well, depending upon the persons you work with.",Work can take over your life. The compensation for the hours worked is difficult to deal with a few years into your career.
257229,0.020569585,0.261841,0.71758944,0.08583398,0.83752936,0.07663666,EY,44053, Assistant Manager Audit,"Current Employee, more than 1 year",,5,4.0,4.0,,4.0,4.0,4.0,v,r,v,Audit,"- good culture
- good salary",=- work life balance Depending on departments
266262,0.0024226406,0.05118766,0.9463897,0.4944107,0.4627856,0.042803757,EY,44320, Senior Associate,"Former Employee, more than 3 years","New York, NY",3,4.0,3.0,3.0,2.0,1.0,1.0,x,r,r,"Great people, clunky/inefficient internal processes","Working with intelligent, interesting, and driven people. Decent level of work/life balance.","Performance review process is geared specifically towards client serving individuals, but is used for internal (non-client facing) roles as well. The result is a vague, very subjective process with little transparency for internal employees."
245624,0.0021398468,0.052776262,0.94508386,0.5658034,0.3292162,0.10498036,EY,42938, Engagement Manager,"Former Employee, more than 8 years",Mumbai,3,1.0,2.0,,5.0,2.0,3.0,o,o,o,EY India Climate Change Practice,"Significant learning, very challenging (if you enjoy challenges) and lots of networking opportunity.","You are 24x7 on the job. At a manager and above level, there is significant pressure to generate business. Firm practices are not very employee friendly.  After spending all the extra hours and after overcoming the challenges, the performance bonus that you get is paltry. :)"
237659,0.0012217709,0.012367506,0.9864107,0.013390043,0.1870478,0.79956216,EY,41950, ,Former Employee,,5,3.0,5.0,,5.0,5.0,4.0,v,v,r,Great Experience,"Amazing place to work, so many opportunities to expand your network","tough work/life balance, but great firm"
258361,0.0022452134,0.05965012,0.9381047,0.77805287,0.21342193,0.008525247,EY,44102, Consultant,"Former Employee, more than 3 years","Gurgaon, Haryana, Haryana",3,1.0,1.0,,3.0,3.0,3.0,o,o,o,Good Work,"Good exposure, good work and learning","lot of office politics, lack of transparency in promotions"
260212,0.0035710994,0.20934781,0.7870811,0.41912124,0.55559254,0.025286218,EY,44173, Project Manager,"Former Employee, more than 5 years","Abu Dhabi, Abu Dhabi",4,3.0,4.0,4.0,5.0,3.0,4.0,v,v,v,Review,"Team work, growth opportunities, personal development, collaboration, autonomy","Politics at senior management (sometimes), lower pay compared to market, set in their ways"
249969,0.0019246294,0.04182766,0.9562477,0.14131364,0.7384335,0.12025284,EY,43375, Anonymous Employee,"Current Employee, less than 1 year",Tokyo,4,1.0,4.0,,4.0,2.0,1.0,x,o,v,EY Lisbon,"Very accelerated learning experience
Very interesting and intelligent peers
Fast career growth","Non paid extra hours
A lot of work to be done during our free time
Aversion to do the work differently from past years"
257165,0.018120842,0.32212827,0.6597508,0.15019695,0.80234593,0.04745716,EY,44048, Staff,Current Employee,"San Francisco, CA",4,,,,,,,o,o,o,Good Culture but Really busy during busy season,Good culture have a very flat structure where you will work directly with the senior managements,"short of staff, sometimes staff need to perform senior work"
243945,0.02226056,0.74746615,0.23027329,0.39722407,0.54552025,0.057255693,EY,42756, Anonymous Employee,"Current Employee, more than 1 year","São Paulo, São Paulo, São Paulo",4,2.0,5.0,,5.0,1.0,3.0,v,r,v,Overall good,"Flexibility in working hours
Fast carreer plan","Low Salaries , dont pay extra hours"
242825,0.0019811525,0.015499315,0.9825195,0.8951635,0.095697254,0.009139296,EY,42639, ,Former Employee,"Atlanta, GA",4,5.0,4.0,,4.0,4.0,5.0,v,v,r,TAS Intern,"The people I worked with were very friendly and welcoming to me as an intern. Also, the facilities are state of the art.","The training process for new interns wasn't very formal or  comprehensive. Also, I did not find the work particularly interesting or challenging."
257740,0.026486892,0.7435094,0.2300037,0.1649883,0.70299554,0.13201615,EY,44077, Associate Consultant,"Current Employee, more than 1 year",Bangalore,4,5.0,5.0,,4.0,4.0,4.0,v,o,v,Very Good Company to grow personally and professionally,"Work Environment, Learning, Work Life Balance",I didn't face any problem till now.
259056,0.00512916,0.11339218,0.8814786,0.8821695,0.10706091,0.010769632,EY,44127, Audit Senior,Current Employee,"Jacksonville, FL",3,2.0,3.0,5.0,5.0,3.0,3.0,v,r,r,Great flexibility and benefits but worked to the bone,"Benefits
Parental leave
Flexibility options
Great people at team level
Huge learning opportunities","Corporate culture - not a great tone at the top - greedy
Long hours"
249056,0.0036482532,0.0974828,0.8988689,0.85903966,0.1259571,0.01500325,EY,43291, Anonymous Employee,"Current Employee, more than 5 years","London, England, England",3,3.0,4.0,,4.0,3.0,4.0,x,v,r,Learning curve,Good investment on people's learning and development,Not a good pay and minimal work life
252786,0.0030713535,0.027055629,0.969873,0.82660496,0.15226583,0.021129249,EY,43644, Assurance Associate,"Current Employee, more than 1 year",,4,2.0,4.0,,5.0,3.0,4.0,v,r,v,My experience so far,"You're given some of the best job experience around in the accounting world

Down to earth, motivated coworkers

Decent benefits (maternity benefits/flex worker schedule is very good)","Some client assignments are a nightmare, and HR doesn't always have the ability to make everyone happy

Bonuses could be better"
265962,0.023808682,0.24697064,0.7292206,0.9349096,0.059336357,0.005754002,EY,44312, FSO Assurance Senior,"Current Employee, more than 3 years","Minneapolis, MN",3,2.0,4.0,4.0,4.0,3.0,3.0,v,v,v,FSO Assurance Review,The people are decent to work with,Th ehours are long and the pay is not great
266573,0.0043500764,0.045645237,0.9500047,0.24745905,0.6543166,0.09822432,EY,44328, Director,Current Employee,"Toronto, ON",3,,,,,,,o,o,o,EY,"Good experience, great teams
Talented people","Long hours
Lots of Politics 
high Turnover"
251569,0.04875287,0.6104489,0.3407982,0.3589909,0.6047866,0.036222503,EY,43536, Program Manager,"Current Employee, more than 8 years",Bangalore,5,5.0,5.0,,5.0,5.0,5.0,v,v,o,Good workplace,"=-flexible
- supportive of women employees
-various opportunities",=- no cons in the company
255137,0.027745157,0.4163463,0.5559085,0.43606415,0.51645947,0.04747643,EY,43840, Anonymous Employee,Former Employee,,5,3.0,5.0,,5.0,4.0,4.0,o,o,o,Tax Analyst,"1. Flexibility
2. Good Management
3. Employee Benefits
4. Good Increment
5. Job Security",1. No work life balance during busy season
256167,0.004188057,0.041408926,0.95440304,0.19415292,0.48928508,0.31656203,EY,43944, Consultant,Current Employee,"London, England, England",3,,,,,,,o,o,o,-,great people and good tools,the company is too big
236742,0.01833184,0.46531743,0.51635075,0.08582783,0.7606273,0.15354486,EY,41726, ,Current Employee,,5,3.0,4.0,,5.0,4.0,4.0,v,v,r,Flexibility of EY,"EY really encourages its employees to ask for what he/she wants.  If one wants to relocate to another office, all one have to do is to put int the request.  If one wants to change practice all one have to do is ask.  Because of the flexibility of the firm, every employee are able to explore different parts of the firm's practice arms if one asks for it.","In order to be able to explore different options of the firm, one must earn the respect of his/her peers and supervisors. This requires the employee to work at least one or two busy season before he/she ""earns the respect."""
252057,0.0026252486,0.030865759,0.966509,0.5806658,0.3705555,0.048778675,EY,43579," Executive Director, Technology","Current Employee, more than 3 years","San Jose, San Jose, San Jose",5,4.0,5.0,,3.0,3.0,5.0,v,v,v,"Nice work atmosphere, very profesional teams",Nice place to live and big company worldwide,Too small business opportunities. Most potential clients are state owned and very bureaucratic
258540,0.002338355,0.09397453,0.9036872,0.9579955,0.039307676,0.002696854,EY,44109, Manager,Current Employee,,1,2.0,1.0,,1.0,2.0,1.0,x,o,x,Not recommending this firm,good training opportunities available to fresh college graduates,this place has too many politics and the leadership is short-sighted
236268,0.005485586,0.30770552,0.68680894,0.7030551,0.27908516,0.017859729,EY,41590, ,Current Employee,,3,3.0,3.0,,3.0,3.0,3.0,x,r,r,An accounting firm,"Big company, work with all top companies as clients",Everything has to do with financial report. Lots of bureaucracy
249646,0.008408121,0.58386254,0.40772933,0.39586127,0.57273936,0.031399358,EY,43346, Anonymous Employee,Current Employee,,4,3.0,4.0,,4.0,3.0,3.0,v,r,v,EY,Paternity/maternity benefits for new families,Hours are similar to bankers but less pay
246878,0.0019510039,0.07346988,0.9245791,0.9474487,0.04736177,0.0051895506,EY,43054, ,Former Employee,,5,3.0,5.0,,5.0,5.0,5.0,v,v,v,Best place to work in.,"Friendly HR, Great Opportunities and Healthy Work culture",Too long working hours and very tiresome audits
240524,0.0012677528,0.009185779,0.9895465,0.11185125,0.82850647,0.059642363,EY,42374, Manager,"Former Employee, more than 8 years","Saint Louis, MO",5,3.0,5.0,,5.0,4.0,4.0,v,o,v,EY St. Louis,Great place to work. Lots of opportunity for learning and career growth. Great culture.,"Work - life balance, as is the case with all public accounting firms"
237506,0.0036265757,0.0947224,0.9016511,0.82224965,0.16719748,0.01055295,EY,41917, Senior Consultant,"Former Employee, more than 3 years",Hamburg,5,5.0,4.0,,4.0,4.0,4.0,v,v,v,Great place to start your career and learn,"- High profile clients
- Great projects if you are a high performer and fight for them
- Good developmental opportunities and guidance",=- Some colleagues are mediocre
255349,0.0018345,0.07645919,0.9217063,0.20213464,0.7332549,0.06461035,EY,43859, Senior Consultant,Current Employee,,4,,,,,,,o,o,o,Good environment,Good learning curve in terms of experience and exposure with latest technology,Working hour very long across all service line
238135,0.0013561187,0.021095159,0.9775488,0.027234202,0.20243478,0.770331,EY,42067, Future Ready,Former Employee,"London, England, England",5,4.0,4.0,,5.0,5.0,4.0,v,v,v,Future Ready,"Great event, great networking. Offer to Leadership Academy.",I was satisfied with everything
236735,0.0013174756,0.0247108,0.9739717,0.32236233,0.55299604,0.1246416,EY,41724, ,"Current Employee, more than 1 year",,3,2.0,3.0,,4.0,3.0,3.0,x,r,r,EY Review,"benefits, constant learning, great ability to progress (promotions), flexibility exist on smaller teams, people, great place to start working - can open a lot of doors in the future.","just now starting to give incentive bonuses, work/life balance, less flexibility on larger teams, when you are working on multiple engagements - managers can be less than understand about your ability to juggle both, i.e., each manager assume their client is the most important."
261814,0.0015448751,0.02268208,0.9757731,0.61286086,0.35898018,0.028158948,EY,44218, Associate,"Former Employee, more than 3 years",Cochin,4,4.0,4.0,5.0,4.0,2.0,3.0,v,o,v,Nice environment,"Good company, nice culture, good environment , work from home facility","less salary, slow carrier growth, work pressure"
235026,0.020761225,0.5301363,0.44910252,0.45177624,0.5164945,0.0317293,EY,41102, Manager,"Current Employee, more than 3 years","Research Triangle Park, NC",4,4.0,4.0,,4.0,4.0,3.0,v,v,r,Lots of opportunities if you can put up with the Corporate Challenges,"Opportunities in lots of areas
Brand recognition
Training
Client base","Red tape
Size means some decisions take a long time"
260510,0.0062337327,0.11988996,0.87387633,0.44545922,0.5080056,0.046535194,EY,44185, Manager,Former Employee,,4,,,,,,,o,o,o,Good environment to learn,Attractive remuneration for employees and good learning environment,Long working hours; be prepared to work late
246105,0.0035701273,0.076626144,0.91980374,0.9362476,0.058820665,0.0049318476,EY,42989, Anonymous Employee,Current Employee,,2,2.0,2.0,,3.0,1.0,1.0,o,r,r,Senior,Good and wide experience and a lot of learning,"Very low compensation, not worth the effort"
263036,0.006611648,0.07272572,0.9206626,0.04309282,0.39771986,0.5591873,EY,44244, Assurance Associate,Current Employee,,5,4.0,5.0,5.0,4.0,4.0,4.0,v,o,o,Awesome Vive,"1. Great People
2. Great working environment","1. Long Hours
2. Pay is okay"
258197,0.002286036,0.05270503,0.94500893,0.9159085,0.07787232,0.0062191817,EY,44095, Senior Consultant,"Current Employee, more than 3 years","London, England, England",3,3.0,2.0,,4.0,4.0,3.0,x,o,r,Not as good as you think,"Reputation, good experience gained, you can meet some good people too",Not great if you join from industry as cliques are formed early on so you struggle to get onto good engagements. Also not most supportive for people of colour. Pay structure is also not fair as you don't get in grade pay rises
254270,0.0032711779,0.041202955,0.9555258,0.34921458,0.6128593,0.037926048,EY,43761, Anonymous Employee,"Current Employee, more than 8 years",,4,3.0,3.0,,3.0,3.0,3.0,v,r,v,Good #3,Decent culture and many good people,"but mysteries abound on how to advance 
Less faith on internal candidates"
264513,0.0017722325,0.017627686,0.98060006,0.33224982,0.61843264,0.04931756,EY,44277, Accountant,Current Employee,"New York, NY",4,3.0,5.0,5.0,5.0,5.0,5.0,v,v,v,Real estate tax,"Amazing people, great connections, endless opportunities",Long hours during busy season
248630,0.003347847,0.09083626,0.9058159,0.4733388,0.5039244,0.022736793,EY,43247, Anonymous Employee,"Current Employee, less than 1 year",,3,,,,,,,v,o,o,Consultant,"Fee environment, flexible hours, good people and culture",The only con us that salary is quite low
253232,0.0057640215,0.073367365,0.9208686,0.12005061,0.71706367,0.16288576,EY,43684, Consultant,"Former Employee, more than 1 year",Sydney,5,5.0,5.0,,4.0,4.0,5.0,v,r,v,Most flexible work culture,EY has an incredibly flexible work culture. I was able to work from home most days when I felt under the weather. They truly cared about your well-being.,The remuneration can be improved.
266600,0.025824295,0.7027648,0.27141085,0.8276138,0.15154265,0.020843543,EY,44328, Tax Manager,Current Employee,Singapore,4,2.0,3.0,2.0,5.0,3.0,3.0,x,r,v,Tax,Cultivate professionals and develop skills.,Work life is too hectic.
252456,0.0030106301,0.05212249,0.94486696,0.7839792,0.20707864,0.008942101,EY,43616, Senior Consultant,"Current Employee, more than 1 year","McLean, VA",3,,,,,,,o,o,o,EY is a great company for those that make the best of it.,Offers a great vacation package but it only benefits you if you proactively schedule PTO while maintaining high utilization rate.,Pressures to maintain utilization and the difficulty to switch clients in the federal practice are a downfall.
233415,0.0010980866,0.0180481,0.9808538,0.60362124,0.336149,0.060229763,EY,39680, Audit Senior,Current Employee,,3,2.0,,,4.0,2.0,3.0,o,v,o,A great launchpad for a future career,Great learning opportunity - Excellent research tools - Interesting and diverse client base - Intelligent and motivated co-workers - Builds a strong resume and opens many doors for future careers,"The hours and client deadlines can be very challenging and demanding, frequently to the point of meltdown.  The learning curve is intense and many burn out after a couple of years of attempting to maintain the high level of growth expected by the firm."
244875,0.4821377,0.43590102,0.08196124,0.58946437,0.36955917,0.040976472,EY,42856, Anonymous Employee,Former Employee,,1,1.0,1.0,,1.0,2.0,1.0,x,o,o,FSO Recruiting,there are little to no pros about working for the FSO Recruiting Team,Never get a chance to actually get to know the candidate. The FSO Recruiting is all about #'s and not focused on the candidate experience.
263934,0.04360224,0.33446312,0.62193465,0.8615659,0.124046616,0.014387457,EY,44264, Assistant Manager,Former Employee,Pune,2,,,,,,,o,o,o,Good experience. Would recommend all. Get to learn a lot in short time about different industries.,Good industry knowledge. Learnt research skills,No work life balance. Too much stress
243777,0.0026716327,0.04434014,0.9529882,0.033450674,0.902711,0.06383823,EY,42741, Anonymous Employee,Former Employee,,3,3.0,3.0,,3.0,1.0,2.0,x,r,r,Seniors salary,great company  to start your career,the office location and parking in downtown
236841,0.0030943737,0.0633998,0.9335058,0.40046442,0.4288291,0.17070651,EY,41757, Assurance Senior,"Former Employee, more than 3 years","Detroit, MI",4,3.0,5.0,,5.0,5.0,5.0,v,r,r,Excellent environment for professional growth through technical experience and networking.,"You see more in public accounting than any other experience you can get in the finance world.  EY Detroit specifically had the best culture of Big 4 firms, focusing on work-life balance and caring for you as an individual.","The nature of public accounting is high paced and can be long hours.  While the majority of people you work with are helpful and enjoyable, you may get stuck on a job with someone who is not."
250652,0.0023292005,0.01632223,0.9813486,0.38045058,0.58134943,0.038200054,EY,43442, Intern,"Former Employee, less than 1 year",Colombo,4,2.0,5.0,,4.0,4.0,5.0,o,o,o,Internship,"Very nice atmosphere, very friendly and all the tasks are explained very good, gained a lot of experience in the mining industry",there are no cons found
240874,0.0030099046,0.050189003,0.94680107,0.72338563,0.2541538,0.02246048,EY,42412, Anonymous Employee,"Former Employee, more than 1 year",,4,3.0,4.0,,5.0,5.0,4.0,v,o,v,Senior Associate,"good salary package, excellent infra structure and best facilities to employees","strectching beyond time, unreasonable working hours"
239898,0.0029227242,0.24166499,0.7554123,0.8074762,0.17594443,0.01657933,EY,42290, Anonymous Employee,Former Employee,,4,3.0,4.0,,4.0,3.0,3.0,v,o,v,Senior Auditor,"Fast-paced, professional, and team-oriented and upward career advancement.","Long hours, long commutes, and can be stressful."
251521,0.0041961577,0.07589943,0.91990435,0.2269911,0.61188525,0.16112366,EY,43533, Anonymous Employee,Current Employee,,5,,,,,,,o,o,o,Consultant,Fun and friendly. Learn a lot.,Big company. Sometimes menial work.
256452,0.0014213772,0.0140878875,0.9844907,0.006993448,0.045905612,0.947101,EY,43978, Manager,"Former Employee, more than 8 years",Kuala Lumpur,4,3.0,5.0,,5.0,4.0,4.0,v,o,v,EY,Great place to work with an amazing portfolio of clients,None - the overall experience has been great
249421,0.0037126136,0.07540514,0.9208822,0.6761255,0.30078167,0.02309284,EY,43326, Anonymous Employee,Current Employee,,5,5.0,5.0,,5.0,5.0,5.0,o,o,o,Good company to start your career,"You can grow fast
good working enviroment","too much overhours
they should hire more people"
253839,0.025212813,0.572814,0.4019732,0.624074,0.3417372,0.034188766,EY,43730, Anonymous Employee,Current Employee,,4,4.0,2.0,,5.0,4.0,3.0,v,v,v,Good Company,"Flexible ,
Life Balance,
Good hike,
Leave Policy","No Transportation
No Cultural Activities
No Fun at Work
Indore games are paid
Micro Managment"
266397,0.0047989925,0.08945993,0.9057411,0.87692505,0.11435612,0.008718849,EY,44323, Financial Analyst,"Current Employee, more than 5 years",Bangalore,3,5.0,3.0,3.0,3.0,1.0,2.0,v,o,v,Over all Review,"1. It's good in Learning Point, to improve your knowledge, technical skills.
2. Good global brand name to work 
3. Work life Balance 
4. Few collogues are Good and Trustable who fallow work ethics
5. Very knowledgeable and technically sound resource are there and help other when required and very humble.
6. Training platform is good.","1. Management is not good (Visibility view Point) and not trustable in specific scenarios, need lot of improvement. 
2. Backstabbing within the teams
3. One has to be favor towards next level to get his/her job done
4. No proper hike with respect to designation (Promotions) , Experience when compare to outside market.
5. Nepotism work's a lot"
254802,0.010023222,0.24123108,0.7487457,0.37881842,0.56614053,0.055041037,EY,43803, Tax Associate,"Current Employee, more than 1 year","Gurgaon, Haryana, Haryana",4,3.0,4.0,,4.0,4.0,3.0,v,r,v,.,good place to learn accounting,long working hours specially in busy season
234951,0.0075073172,0.28907013,0.70342255,0.6794396,0.28545132,0.035109077,EY,41082, Senior Manager,"Current Employee, more than 1 year","London, England, England",3,2.0,4.0,,4.0,3.0,3.0,v,v,r,Varied but you can feel a bit like a piece of meat...,"Varied projects, good market standing.",Too big and impersonal. Should pay bonuses to Senior Managers.
262028,0.0050656204,0.09818763,0.8967467,0.5584691,0.42651078,0.015020101,EY,44223, Associate Consultant,"Current Employee, more than 1 year",Mumbai,4,3.0,3.0,1.0,3.0,4.0,2.0,v,o,o,Good to learn but not great for long term employment,Great Learning Culture and Employee recognition,Opportunity allocation is biased and internal politics occur more often than not
239798,0.0038757718,0.07211328,0.9240109,0.7607972,0.21865968,0.020543091,EY,42279, Consultant,"Former Employee, more than 1 year",New Delhi,1,1.0,1.0,,1.0,1.0,1.0,x,r,r,Consultant,"Good knowledge base, good place of office location in CP, they have once in a while off sites and training programs.","Rigid structure that is your manager would believe whatever your reporting senior wants her to know about your work. You wont have a say. Lot of office politics. All through year pressure and late sittings, due to which the seniors are always on irritated mode and treat you like punching bags and squeeze you like stress relieving balls. 
Shortage of chairs and desk for people. Pull out the drawer cupboard on the desks to sit on it."
242319,0.0034171336,0.103737034,0.8928458,0.7609799,0.2147298,0.02429023,EY,42584, Manager,"Current Employee, more than 5 years","Seattle, WA",1,5.0,1.0,,4.0,1.0,1.0,x,v,r,Toxic office in Seattle,"Very flexible, work-life balance, opportunities if you work hard and make yourself visible.","Politics, politics, politics. Two-faced people, no mentorship from partners, over staffed at the manager level, no work and when you don't have enough work it's YOUR fault even though it's a partner level issue. At some point, it was forgotten that rewardin people for their hard work is a means to fight against attrition."
238601,0.005117734,0.058120124,0.9367622,0.0387051,0.64453095,0.3167639,EY,42153, ,Current Employee,,5,4.0,4.0,,3.0,3.0,4.0,o,o,o,Associate,"Nice people to work with
Good location to work in with a variet of clients
Great exposure to wide industries 
Well looked after",Would like to have more salary
259745,0.014893004,0.5883162,0.39679083,0.47732267,0.47598246,0.046694897,EY,44156," Senior Consultant, Transaction Services","Current Employee, more than 5 years","Bogotá, Bogota, Bogota",4,3.0,5.0,5.0,5.0,4.0,5.0,v,v,v,Great please to grow,"Higher salaries compared to other big 4, performance bonus (not on fy 20), health and life insurances, transfers and mobility possibilities","Long working days, work life balance, tight deadlines"
258825,0.002358411,0.027863437,0.9697781,0.056468964,0.6987766,0.24475442,EY,44119, Human Resources Business Partner,"Current Employee, more than 3 years","London, England, England",4,4.0,3.0,3.0,4.0,3.0,3.0,v,r,v,Great company,"Great culture, teams and processes, great work life balance",Systems and diversity of projects
246619,0.0017408523,0.01987258,0.9783865,0.7326227,0.25235698,0.015020374,EY,43032, Anonymous Employee,Former Employee,,3,,,,,,,o,o,o,Pros and cons,"Friendly environment, colleagues are nice",Lack of work life balance
249193,0.009989602,0.07047577,0.9195346,0.88226366,0.11024453,0.007491724,EY,43305, Anonymous Employee,"Current Employee, more than 1 year","Dublin, Dublin",1,2.0,1.0,,3.0,3.0,1.0,x,v,r,Avoid - not a nice place to work.,"Very little, nice location, nice people","Not very supportive, management make sweeping statements & grandstanding & don’t follow though on them"
265866,0.01102085,0.3435131,0.6454661,0.7753713,0.21288708,0.011741693,EY,44309, Senior Consultant,Current Employee,,3,,,,,,,o,o,o,Senior,"Salary
Globalised 
Good exposure for fresh grad","Politics, Toxic works, Work Environment"
239672,0.0021782364,0.041597947,0.9562238,0.24248101,0.71362275,0.04389628,EY,42267, ,Former Employee,,4,,,,,,,o,o,o,Staff,"Very professional firm, great mentorship program",Salary is lower for designated programs
257078,0.004951687,0.19921349,0.7958348,0.5120401,0.37084273,0.11711714,EY,44039, Senior Auditor,"Current Employee, more than 3 years","New York, NY",4,2.0,5.0,,5.0,4.0,4.0,v,o,r,Great company culture,"flexible to make own schedule, work with very smart people, events outside of work, easygoing dress code","hours are insane, working on weekends"
243214,0.0031603265,0.043763377,0.9530763,0.47031975,0.45786765,0.07181262,EY,42674, Business Advisor Program ,"Former Employee, more than 1 year","Charlotte, NC",4,4.0,4.0,,5.0,5.0,5.0,v,v,v,Enjoyable experience,"- Great mentorship and growth opportunities
 - If you put in the hours, you reap the benefits in the form of compensation
 - Frequent travel (pro for me...)
 - I worked with awesome people on all my projects (of course there are always a few outliers)","- You have very little control of the type of projects you are placed on (ironically, the higher your performance ratings, the less likely you are of being able to control your placement because you will so quickly be pulled onto projects when it's known you're coming available)"
263030,0.0017151561,0.052970313,0.9453146,0.76425606,0.22149654,0.014247397,EY,44244, Associate,"Current Employee, more than 1 year",Singapore,4,1.0,4.0,5.0,4.0,3.0,3.0,v,v,v,Good place for beginners,"Good mentor and colleagues around, can develop good habit from the beginning of your career",Long working hours and tedious internal procedures
